"","Site","Year","Fecha2","Hora","Bosque","Periodo","Transecto","Planta","Pollinator_id","Pollinator_genus","Pollinator_family","Order"
"909","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"910","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"911","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"912","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"913","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"914","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"915","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"916","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"917","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"918","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"919","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Cistus salviifolius","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"920","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"921","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"922","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"923","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"924","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"925","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Lavandula stoechas","Apis mellifera","Apis","Apidae","Hymenoptera"
"926","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"927","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"928","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Cistus salviifolius","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"929","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Cistus salviifolius","Myathropa florea","Myathropa","Syrphidae","Diptera"
"930","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Cistus salviifolius","Apis mellifera","Apis","Apidae","Hymenoptera"
"931","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Rosmarinus officinalis","Apis mellifera","Apis","Apidae","Hymenoptera"
"932","Doñana",2021,"2021-03-09","16:00","Pinar Aznalcazar",1,3,"Cistus salviifolius","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"933","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"934","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"935","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"936","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"937","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Ulex australis","Apis mellifera","Apis","Apidae","Hymenoptera"
"938","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"939","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"940","Doñana",2021,"2021-03-02","9:30","Pinar Hinojos",1,1,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"941","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"942","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"943","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Ceratina sp","Ceratina","Apidae","Hymenoptera"
"944","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"945","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"946","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"947","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Oxythyrea funesta","Oxythyrea","Cetonidae","Coleoptera"
"948","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"949","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"950","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"951","Doñana",2021,"2021-03-02","13:00","Pinar Hinojos",1,2,"Oxalis pes-caprae","Andrena sp","Andrena","Andrenidae","Hymenoptera"
"952","Doñana",2021,"2021-03-02","16:00","Pinar Hinojos",1,3,"Halimium calycinum","Anthophora retusa","Anthophora","Apidae","Hymenoptera"
"953","Doñana",2021,"2021-03-02","16:00","Pinar Hinojos",1,3,"Halimium calycinum","Anthophora retusa","Anthophora","Apidae","Hymenoptera"
"954","Doñana",2021,"2021-03-02","16:00","Pinar Hinojos",1,3,"Ulex australis","Apis mellifera","Apis","Apidae","Hymenoptera"
"955","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Anthophora hispania","Anthophora","Apidae","Hymenoptera"
"956","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"957","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"958","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"959","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"960","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"961","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"962","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"963","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"964","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"965","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"966","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Brassica barrelieri","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"967","Doñana",2021,"2021-03-11","9:30","Pinar Hinojos",2,1,"Retama sphaerocarpa","Bombus terrestris","Bombus","Apidae","Hymenoptera"
"968","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"969","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"970","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"971","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"972","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"973","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"974","Doñana",2021,"2021-03-11","13:00","Pinar Hinojos",2,2,"Oxalis pes-caprae","Andrena sp","Andrena","Andrenidae","Hymenoptera"
"975","Doñana",2021,"2021-03-11","16:00","Pinar Hinojos",2,3,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"976","Doñana",2021,"2021-03-11","16:00","Pinar Hinojos",2,3,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"977","Doñana",2021,"2021-03-11","16:00","Pinar Hinojos",2,3,"Ulex australis","Apis mellifera","Apis","Apidae","Hymenoptera"
"978","Doñana",2021,"2021-03-11","16:00","Pinar Hinojos",2,3,"Ulex australis","Anthophora sp","Anthophora","Apidae","Hymenoptera"
"979","Doñana",2021,"2021-03-19","9:30","Pinar Hinojos",3,1,"Halimium calycinum","Eristalis similis","Eristalis","Syrphidae","Diptera"
"980","Doñana",2021,"2021-03-19","9:30","Pinar Hinojos",3,1,"Halimium calycinum","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"981","Doñana",2021,"2021-03-19","9:30","Pinar Hinojos",3,1,"Halimium calycinum","Lasioglossum sp","Lasioglossum","Halictidae","Hymenoptera"
"982","Doñana",2021,"2021-03-19","9:30","Pinar Hinojos",3,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"983","Doñana",2021,"2021-03-19","13:00","Pinar Hinojos",3,2,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"984","Doñana",2021,"2021-03-31","9:30","Pinar Hinojos",4,1,"Halimium calycinum","Empis tesellata","Empis","Empididae","Diptera"
"985","Doñana",2021,"2021-03-31","9:30","Pinar Hinojos",4,1,"Halimium calycinum","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"986","Doñana",2021,"2021-03-31","9:30","Pinar Hinojos",4,1,"Halimium calycinum","Meliscaeva auricollis","Meliscaeva","Syrphidae","Diptera"
"987","Doñana",2021,"2021-03-31","9:30","Pinar Hinojos",4,1,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"988","Doñana",2021,"2021-03-31","9:30","Pinar Hinojos",4,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"989","Doñana",2021,"2021-03-31","13:00","Pinar Hinojos",4,2,"Halimium calycinum","Eupeodes sp.","Eupeodes","Syrphidae","Diptera"
"990","Doñana",2021,"2021-03-31","13:00","Pinar Hinojos",4,2,"Leontodon longirostris","Andrena rhyssonota","Andrena","Andrenidae","Hymenoptera"
"991","Doñana",2021,"2021-03-31","16:00","Pinar Hinojos",4,3,"Cistus salviifolius","Eupeodes sp.","Eupeodes","Syrphidae","Diptera"
"992","Doñana",2021,"2021-03-31","16:00","Pinar Hinojos",4,3,"Cistus salviifolius","Andrena rhyssonota","Andrena","Andrenidae","Hymenoptera"
"993","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"994","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Halimium calycinum","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"995","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Halimium calycinum","Eupeodes sp.","Eupeodes","Syrphidae","Diptera"
"996","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Cistus libanotis","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"997","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Halimium calycinum","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"998","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Halimium calycinum","Psilothrix viridicoerulea","Psilothrix","Melyridae","Coleoptera"
"999","Doñana",2021,"2021-04-09","9:30","Pinar Hinojos",5,1,"Lavandula stoechas","Bombus terrestris","Bombus","Apidae","Hymenoptera"
"1000","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Halimium calycinum","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1001","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Halimium calycinum","Brachycoleus triangularis","Brachycoleus","Miridae","Hemiptera"
"1002","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Halimium calycinum","Eucera clypeata","Eucera","Apidae","Hymenoptera"
"1003","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Urospermum picroides","Andrena sp","Andrena","Andrenidae","Hymenoptera"
"1004","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Cerinthe major","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"1005","Doñana",2021,"2021-04-09","13:00","Pinar Hinojos",5,2,"Lavandula stoechas","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"1006","Doñana",2021,"2021-04-09","16:00","Pinar Hinojos",5,3,"Crepis vesicaria","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1007","Doñana",2021,"2021-04-09","16:00","Pinar Hinojos",5,3,"Lavandula stoechas","Xylocopa cantabrita","Xylocopa","Apidae","Hymenoptera"
"1008","Doñana",2021,"2021-04-09","16:00","Pinar Hinojos",5,3,"Lavandula stoechas","Lycaena phlaeas","Lycaena","Lepidoptera","Lepidoptera"
"1009","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,1,"Cistus libanotis","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"1010","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,1,"Cerinthe major","Bombus terrestris","Bombus","Apidae","Hymenoptera"
"1011","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,1,"Cistus libanotis","Heliotaurus ruficollis","Heliotaurus","Tenebrionidae","Coleoptera"
"1012","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,1,"Orobanche ramosa","Bombus terrestris","Bombus","Apidae","Hymenoptera"
"1013","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1014","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1015","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1016","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1017","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1018","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1019","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1020","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1021","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1022","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Cistus libanotis","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1023","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1024","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1025","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Crepis vesicaria","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1026","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1027","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1028","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1029","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Panurgus calcaratus","Panurgus","Andrenidae","Hymenoptera"
"1030","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Cistus libanotis","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1031","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Cistus libanotis","Andrena hispania","Andrena","Andrenidae","Hymenoptera"
"1032","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Panurgus banksianus","Panurgus","Andrenidae","Hymenoptera"
"1033","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,2,"Leontodon longirostris","Andrena rhyssonota","Andrena","Andrenidae","Hymenoptera"
"1034","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,3,"Cistus libanotis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"1035","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,3,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1036","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,3,"Chamaemelum mixtum","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1037","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,3,"Echium plantagineum","Bombus terrestris","Bombus","Apidae","Hymenoptera"
"1038","Doñana",2021,"2021-04-21","9:30","Pinar Hinojos",6,3,"Echium plantagineum","Anthophora atroalba","Anthophora","Apidae","Hymenoptera"
"1039","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1040","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1041","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Cistus libanotis","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1042","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1043","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Lasioglossum interruptum","Lasioglossum","Halictidae","Hymenoptera"
"1044","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Lasioglossum interruptum","Lasioglossum","Halictidae","Hymenoptera"
"1045","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1046","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1047","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1048","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Chamaemelum mixtum","Heliotaurus ruficollis","Heliotaurus","Tenebrionidae","Coleoptera"
"1049","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Lasioglossum interruptum","Lasioglossum","Halictidae","Hymenoptera"
"1050","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Halimium halimifolium","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"1051","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Cistus libanotis","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"1052","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Exosoma lusitanicum","Exosoma","Chrysomelidae","Coleoptera"
"1053","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1054","Doñana",2021,"2021-05-03","9:30","Pinar Hinojos",7,1,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1055","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Leontodon longirostris","Lasioglossum immunitum","Lasioglossum","Halictidae","Hymenoptera"
"1056","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1057","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1058","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Andryala integrifolia","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1059","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Halimium halimifolium","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1060","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Halimium halimifolium","Exosoma lusitanicum","Exosoma","Coleoptera","Coleoptera"
"1061","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Halimium halimifolium","Exosoma lusitanicum","Exosoma","Coleoptera","Coleoptera"
"1062","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Leontodon longirostris","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1063","Doñana",2021,"2021-05-03","13:00","Pinar Hinojos",7,2,"Leontodon longirostris","Stenopterus ater","Stenopterus","Cerambicidae","Coleoptera"
"1064","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Cistus libanotis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"1065","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Cistus libanotis","Lasioglossum sp","Lasioglossum","Halictidae","Hymenoptera"
"1066","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Leontodon longirostris","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1067","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Leontodon longirostris","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1068","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Leontodon longirostris","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1069","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Chamaemelum mixtum","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1070","Doñana",2021,"2021-05-03","16:00","Pinar Hinojos",7,3,"Chamaemelum mixtum","Heliotaurus ruficollis","Heliotaurus","Coleoptera","Coleoptera"
"1071","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"1072","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1073","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1074","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1075","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1076","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1077","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1078","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1079","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1080","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Leontodon longirostris","Andrena alluaudi","Andrena","Andrenidae","Hymenoptera"
"1081","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1082","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1083","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
"1084","Doñana",2021,"2021-05-12","9:30","Pinar Hinojos",8,1,"Halimium halimifolium","Lobonix aeneus","Lobonix","Coleoptera","Coleoptera"
